#SampleID,sequences_split_libraries,observations_closed_ref_greengenes,observations_closed_ref_silva,observations_open_ref_greengenes,observations_deblur_90bp,observations_deblur_100bp,observations_deblur_150bp
1197.SE.20101020.GY.LBNL12.BC.520,248652,186296,191951,244141,93847,78064,0
1197.SU.20100919.GY.FFC7.BC.007,225957,151912,159548,219423,64193,48894,0
1198.SWE29.KBB3.SS4.5,261825,194256,203168,255718,108315,87239,0
1198.SWE21.KBB2.SS1.5,254892,196176,203892,249540,108081,85806,0
1198.SWE20.KBB1.SS5.5,220263,165409,172923,215150,91027,72339,0
1198.SWE17.KBB1.SS2.5,309883,230508,240974,302342,127120,101606,0
1198.SWE14.KBA3.SS4.5,324452,242899,253740,317249,133967,107856,0
1198.SWE09.KBA2.SS4.5,240596,180417,187899,235311,101334,81586,0
1198.SWE07.KBA2.SS2.5,277075,206405,215291,270920,115319,92961,0
1198.NOR18.STA2.CORE3.2of3,258132,215953,222317,254459,122238,95969,0
1198.NOR15.STA2.CORE2.2of3,229859,189734,195040,227108,113533,88615,0
1198.NOR14.STA2.CORE2.1of3,241190,198281,202774,237890,117857,93593,0
1198.NOR04.STA1.CORE1.4of4,248065,205628,211728,244270,115689,91988,0
1198.NOR02.STA1.CORE1.2of4,295848,241400,248682,290748,132591,105823,0
1198.NOR01.STA1.CORE1.1of4,274283,224774,232668,270006,124040,99060,0
1198.ARG06.ORi08.InfralitoralC,256261,197199,201315,245511,95338,76500,0
1198.ARG05.ORi08.InfralitoralB,244145,186018,190500,232608,83833,63883,0
1198.ANT02.S1M2,253900,228119,230826,251278,142779,118942,0
1222.B1.5.6.06,445102,400541,407216,443002,309915,306235,187581
1222.B1.5.10.06,71393,65547,66118,71147,50920,50430,27788
1222.B1.5.12.06,29143,26911,27131,29021,20772,20381,11526
1222.2B2.5.6.06,36495,32714,33371,36368,23259,23226,15416
1222.B2.5.7.06,115858,102252,105772,115327,72841,72578,46319
1222.B2.5.17.06,38515,35962,36209,38403,30319,30254,18390
1222.B2.5.21.06,37814,33919,34368,37591,27396,27177,16130
1222.B3.5.9.06,76535,69352,70515,76213,53555,53292,30820
1222.B4.5.8.06,26809,24173,24741,26725,17302,17152,10394
1222.B4.5.16.06,96664,80492,82178,96264,69841,68632,38808
1222.B5.5.6.06,105737,93008,94759,105394,69575,70076,44582
1222.B5.5.9.06,58061,53371,54281,57867,42007,41923,24210
1222.B5.5.14.06,747257,709386,713535,744797,555429,550169,294681
1235.sp0192,202302,191606,193532,201763,135328,131635,0
1235.sp0195,320855,303483,306938,320105,215725,208989,0
1235.sp0714,421763,396781,401764,420428,284595,275726,0
1235.sp0724,436033,397069,399347,434380,286789,275890,0
1235.sp1031,129201,108316,112297,128467,82284,79054,0
1235.sp1087,270428,256806,257732,269779,179600,173184,0
1235.sp1276,220572,183258,189833,219599,143221,137104,0
1235.sp1286,247739,234214,236393,247088,163395,158247,0
1235.sp1304,432113,405232,411847,430855,285862,277416,0
1235.sp1402,246773,233927,236432,246180,164548,159148,0
1235.sp1529,350820,330690,333444,349728,235181,227576,0
1235.sp1552,319035,297180,297378,317969,214154,205762,0
1235.sp1648,274252,253850,255053,273394,174415,168046,0
1235.sp1944,297257,281037,283570,296652,197528,190487,0
1240.0102B,66785,57420,58701,66286,40635,40298,16899
1240.0109T,149238,129859,135055,148810,103304,101660,46489
1240.0803BCDNA,243064,211995,215240,242006,159074,160347,78036
1240.1101TCDNA,109904,84760,88122,107996,62639,62376,26740
1240.1208TCDNA,58098,51045,52935,57807,38883,38700,16080
1240.1305B,39231,34808,35172,39148,24385,24196,11450
1240.1305BCDNA,57068,51895,53702,56871,37563,37377,17120
1240.1503B,50138,41547,42088,49850,29296,29099,13506
1240.1503TCDNA,50763,44018,45685,50399,29662,29172,15704
1240.1512BCDNA,819180,657762,672649,814606,539745,545610,234531
1240.1910B,110217,66723,70567,108675,68946,70205,25982
1240.2209T,99508,82235,85551,98923,63924,63288,29813
1240.2906TCDNA,497434,439109,473374,496134,363463,361262,159426
1242.ME04Jun01EB1R2,699690,633858,635995,696427,433043,385579,0
1242.ME06Nov01EB1R1,493029,452178,455534,489994,294629,262900,0
1242.ME07Aug08EB2R2,389760,346301,355585,387177,221131,197230,0
1242.ME09Jun03EB1R1,509290,469306,473425,507205,309447,275221,0
1242.ME10Oct05EB2R2,408313,349340,361796,405469,239128,211753,0
1242.ME11May00EB1R2,408511,380564,382632,406937,248020,219314,0
1242.ME13Oct10EB1R1,358668,316245,321683,356267,208879,183139,0
1242.ME17Apr02EB1R1,397070,372666,374726,395632,238217,213226,0
1242.ME22Jun05EB2R2,452244,401192,403975,448580,259551,228035,0
1242.ME27Sep09EB2R1,559857,509109,513062,556742,365207,311958,0
1242.ME30Sep04EB1R2,440951,391304,397958,438547,262541,229855,0
1242.ME31Aug05EB2R1,579449,467658,523188,575972,332132,297568,0
1288.CBH16Oct07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.1.1.sequence,36115,17655,18647,35941,21353,20848,15209
1288.HKE04July07.McMahon.Pool.2.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.2.1.sequence,29230,23974,24679,29070,19047,18988,10027
1288.HKH06July07.McMahon.Pool.2.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.2.1.sequence,42336,27628,29108,41772,25342,25110,12692
1288.MAE22May08.McMahon.Pool.3.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.3.1.sequence,30772,25235,25788,30593,20328,20259,9075
1288.NSB23jul08E.McMahon.Pool.3.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.3.1.sequence,33191,21466,21597,33118,23738,23212,11153
1288.NSB30jul08E.McMahon.Pool.3.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.3.1.sequence,27999,19392,19232,27936,19244,18916,9536
1288.SSBE30Oct07.McMahon.Pool.2.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.2.1.sequence,33307,21371,22552,33146,21708,21435,12155
1288.SSBH21July08.McMahon.Pool.3.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.3.1.sequence,35732,20937,21742,34493,23567,23335,10297
1288.TBH01Oct07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.1.1.sequence,94675,70398,76209,94017,59526,58895,41042
1288.WSBE07Aug07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.1.1.sequence,138523,96475,107508,137403,84248,84021,59352
1288.WSBE22June07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.1.1.sequence,14629,11565,12882,14563,9577,9295,6410
1288.WSBE31July07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.7.1.sequence,26890,20899,22083,26756,18440,18297,13265
1289.KH54,293489,229278,242036,288962,153107,153260,33596
1289.KH46,187306,147807,154244,184596,95716,97489,24305
1289.KH31,260161,206696,216312,256676,137047,137606,32662
1453.54432SDZ2.A4.Tfran.feces,186916,166135,166912,185083,100995,85300,0
1453.54432SDZ2.A2.Tfran.feces,126681,98675,101565,125407,64828,62023,0
1453.54379SDZ1.G7.Tcris.Mlymph,180382,170229,171251,178679,94332,86139,0
1453.54379SDZ1.G5.Tcris.feces,195455,186074,186841,194534,104345,94686,0
1453.54379SDZ1.G3.Tcris.stom,238010,221118,222874,236287,124219,114771,0
1453.54374SDZ1.F2.Tcris.feces,179827,169024,170295,178488,92980,78036,0
1453.54374SDZ1.E8.Tcris.cecum,133604,122722,124046,132384,67554,58435,0
1453.54374SDZ1.E4.Tcris.stom,157853,148063,149060,157113,84266,67634,0
1453.54374SDZ1.D7.Tcris.feces,32561,29666,29735,32143,18257,15201,0
1453.54323SDZ1.D4.Cguer.stom,124948,95121,95046,123631,68078,55874,0
1453.54323SDZ1.D3.Cguer.stom,95776,87611,87960,95842,53438,44473,0
1453.54323SDZ1.C7.Cguer.feces,191811,173759,175955,189564,97219,81899,0
1453.54323SDZ1.C5.Cguer.feces,68357,65961,66080,67799,39706,29352,0
1453.54323SDZ1.B8.Cguer.mesy,26631,24210,24263,26856,14818,12035,0
1453.54167SDZ1.B1.Tfran.feces,104226,89799,90192,102734,53082,45485,0
1453.54167SDZ1.A1.Tfran.stom,103058,84190,84176,101556,52057,45955,0
1453.48000SDZ3.H8.Cang.colon,55044,48450,48728,54335,25893,22828,0
1453.48000SDZ3.H6.Cang.duod,85982,49889,50942,85001,31461,29562,0
1453.47548SDZ2.C8.Cang.stom,101875,46288,47400,100402,37389,39063,0
1453.46834SDZ4.D2.Pnem.colon,132854,100746,99863,131392,64198,58848,0
1453.46834SDZ4.C2.Pnem.feces,48956,36436,36172,48513,23443,21518,0
1453.46834SDZ4.B7.Pnem.stom,101767,73175,69435,100894,46132,41611,0
1453.46834SDZ4.B3.Pnem.feces,91095,66517,65965,90387,44342,40621,0
1453.46834SDZ4.A5.Pnem.stom,76413,54085,52330,75476,34569,31428,0
1453.46834SDZ4.A3.Pnem.stom,117404,89073,81268,116251,51736,47282,0
1453.45796SDZ4.H8.Pnem.stom,51458,46231,46439,51050,27775,24847,0
1453.45796SDZ4.H1.Pnem.feces,38826,36023,35404,38475,20995,18428,0
1453.45796SDZ4.G4.Pnem.stom,100898,92006,92383,100361,53307,47474,0
1453.45796SDZ4.F5.Pnem.jeju,25850,24518,24700,25604,14040,12437,0
1453.45796SDZ4.F3.Pnem.stom,77292,71520,71680,76769,41167,36141,0
1453.45661SDZ2.G7.Pnem.feces,35018,33637,33587,34638,20952,18561,0
1453.45661SDZ2.G6.Pnem.jeju,26917,26275,26195,26838,17240,15902,0
1453.45661SDZ2.F6.Pnem.stom,120511,81880,76944,119329,50305,44037,0
1453.45661SDZ2.F1.Pnem.stom,116724,83133,75797,115699,51024,45934,0
1453.45661SDZ2.D7.Pnem.stom,102265,73470,67749,101647,45423,41102,0
1453.45661SDZ2.D6.Pnem.ileum,37355,35550,35584,37122,22317,19501,0
1453.45661SDZ2.D2.Pnem.stom,179137,130238,124672,177882,82614,73745,0
1453.45560SDZ2.D5.Pnem.stom,185577,138889,143314,183803,92924,83125,0
1453.45560SDZ2.C2.Pnem.jeju,57319,50219,50757,57124,31435,28937,0
1453.45560SDZ2.B8.Pnem.stom,78346,62801,65156,77306,39521,35810,0
1453.45560SDZ2.B3.Pnem.cecum,47120,44734,44871,46833,28119,25544,0
1453.45300SDZ4.E7.Pnem.feces,77250,57273,44225,76629,26811,24986,0
1453.45300SDZ4.E6.Pnem.feces,90888,66543,57377,90176,36596,33530,0
1453.45300SDZ4.D8.Pnem.stom,181519,147038,118753,180212,70552,64958,0
1453.45300SDZ4.D7.Pnem.stom,156538,123899,100734,155591,63151,58139,0
1453.45300SDZ4.D5.Pnem.stom,117098,86129,78149,116340,51327,46805,0
1453.45300SDZ3.F2.Pnem.Mlymph,58005,50660,30760,57636,17754,16519,0
1453.45300SDZ3.E4.Pnem.stom,63309,48553,45086,62812,28520,25885,0
1453.45187SDZ5.C1.Tfran.stom,64863,49600,47855,64602,31793,29820,0
1453.45187SDZ5.B3.Tfran.stom,76187,58079,56976,75293,37939,35520,0
1453.45187SDZ5.A3.Tfran.stom,12973,10823,10778,12737,6991,6027,0
1453.45187SDZ5.A2.Tfran.stom,32356,24096,23550,31974,16205,15065,0
1453.44923SDZ3.C6.Pnem.stom,23023,22178,22310,23062,12678,10659,0
1453.44923SDZ3.B7.Pnem.stom,44531,41330,40438,44319,24251,21248,0
1453.44923SDZ3.B5.Pnem.stom,134563,129618,130886,133699,77075,65534,0
1453.44923SDZ3.B4.Pnem.stom,184445,177334,178564,183645,104883,88338,0
1453.44923SDZ3.B3.Pnem.stom,115986,111742,112675,115700,66369,56817,0
1453.44923SDZ3.B2.Pnem.stom,55590,54227,54359,55447,33892,29511,0
1453.44923SDZ3.A2.Pnem.stom,19113,18479,18554,18929,11285,10083,0
1453.44899SDZ3.G8.Pnem.cecum,161057,139128,139136,158235,80027,72296,0
1453.44568SDZ5.E4.Pnem.stom,74990,65155,66005,74158,38928,33085,0
1453.44568SDZ5.E1.Pnem.cecum,40354,36517,36778,39998,21718,19302,0
1453.44568SDZ5.D3.Pnem.ileum,22580,21288,21448,22396,12848,11606,0
1453.44568SDZ5.C7.Pnem.jeju,20898,18830,18970,20827,11538,10228,0
1481.PO4.4.T8,18787,15277,15501,17137,12643,12369,7266
1481.PO4.7.T8,23541,19309,19781,21203,15390,15183,10982
1481.PO5.3.T0,12085,10437,10518,11112,8219,8051,5287
1481.PO5.3.T8,19845,17401,17528,18456,13423,13611,9627
1481.PO5.5.T0,21004,17277,17557,18829,13331,13196,8890
1481.NA.01.T0,16619,13572,13714,14845,10358,10106,6951
1481.NA.07.T8,16845,14113,14221,15210,10579,10456,7851
1521.Sample82.s.7.1.sequences,35150,24450,24486,34931,17238,0,0
1521.Sample37.s.7.1.sequences,52580,32062,37101,51797,31536,0,0
1521.Sample320.s.7.1.sequences,118074,106393,106952,115137,71893,0,0
1521.Sample319.s.7.1.sequences,27604,21859,22145,26076,16426,0,0
1521.Sample317.s.7.1.sequences,36729,34112,34508,36421,22666,0,0
1521.Sample294.s.7.1.sequences,26130,19410,19589,24382,15491,0,0
1521.Sample21.s.7.1.sequences,34735,30273,32636,34411,22031,0,0
1521.Sample162.s.7.1.sequences,36171,27167,27195,35756,19955,0,0
1521.Sample141.s.7.1.sequences,24799,13436,13743,24711,18134,0,0
1521.Flea10.s.7.1.sequences,24457,11446,11451,22231,8634,0,0
1521.Aphid43.s.7.1.sequences,15944,15722,15734,15878,12721,0,0
1521.Aphid42.s.7.1.sequences,26645,23884,23906,24966,19646,0,0
1521.Aphid40.s.7.1.sequences,47440,39895,46193,47176,38031,0,0
1521.Aphid31.s.7.1.sequences,28981,24412,28319,28784,23509,0,0
1521.Aphid27.s.7.1.sequences,26372,21863,25408,25926,20822,0,0
1521.Am2.1.s.7.1.sequences,49861,44223,45051,48762,28363,0,0
1521.228.5.s.7.1.sequences,39325,26867,29138,38435,22266,0,0
1521.228.1.1.s.7.1.sequences,33153,22816,24439,32315,16826,0,0
1521.226.9.s.7.1.sequences,42556,31272,31847,41750,23351,0,0
1521.NTP38.s.6.1.sequences,97819,79156,81619,95033,47487,0,0
1521.NTP26.s.6.1.sequences,209808,180789,185391,206816,99530,0,0
1521.HI2.s.6.1.sequences,136040,102402,106740,129144,61960,0,0
1521.SPL.Wint.9.s.8.1.sequences,59223,19597,19978,57132,14264,0,0
1521.SPL.Sum.9.s.8.1.sequences,77709,18346,23823,73253,14557,0,0
1521.SPL.Sum.5.s.8.1.sequences,86814,37708,42694,82963,27913,0,0
1521.SPL.Sum.1.s.8.1.sequences,78375,38995,40426,76747,25097,0,0
1521.SPL.Sp.29.s.8.1.sequences,52566,42593,43823,51627,31013,0,0
1521.SPL.Sp.25.s.8.1.sequences,59148,44915,49460,58160,34066,0,0
1521.SPL.Sp.21.s.8.1.sequences,19388,12899,13277,19082,9681,0,0
1521.SPL.Fall.9.s.8.1.sequences,61412,21679,26365,60428,16956,0,0
1521.SPL.Fall.1.s.8.1.sequences,54275,16232,23064,51306,11711,0,0
1521.MZ.93b.s.8.1.sequences,158421,116308,117535,154106,77829,0,0
1521.MZ.93a.s.8.1.sequences,308124,250278,256244,305292,151819,0,0
1521.MZ.90b.s.8.1.sequences,122762,106183,108073,119638,75468,0,0
1521.MZ.90a.s.8.1.sequences,78245,47179,49718,74145,33348,0,0
1521.MZ.88b.s.8.1.sequences,90986,79890,80481,87873,53600,0,0
1521.MZ.88a.s.8.1.sequences,171678,139695,143909,166309,98942,0,0
1521.MZ.82b.s.8.1.sequences,116941,90114,91901,110413,64211,0,0
1521.MZ.82a.s.8.1.sequences,151177,93872,97248,139301,56138,0,0
1521.MZ.81b.s.8.1.sequences,175103,131584,134733,155137,97718,0,0
1521.MZ.81a.s.8.1.sequences,161954,104305,109200,155002,73495,0,0
1521.MZ.74b.s.8.1.sequences,100745,59892,62122,97713,43926,0,0
1521.MZ.74a.s.8.1.sequences,278201,125331,147015,274049,72613,0,0
1521.MZ.67b.s.8.1.sequences,127979,82285,84427,124524,59527,0,0
1521.MZ.67a.s.8.1.sequences,315032,161207,188900,308686,88847,0,0
1521.MZ.62b.s.8.1.sequences,247334,198493,203976,237124,122091,0,0
1521.MZ.62a.s.8.1.sequences,363978,155137,222441,356449,73513,0,0
1521.MZ.59b.s.8.1.sequences,224039,189558,192637,217448,131792,0,0
1521.MZ.59a.s.8.1.sequences,287959,223462,235048,281837,153413,0,0
1521.MZ.54b.s.8.1.sequences,105680,66596,69811,103862,49220,0,0
1521.MZ.54a.s.8.1.sequences,330030,201997,216768,325444,95226,0,0
1521.MZ.52b.s.8.1.sequences,161481,131359,136590,156591,98521,0,0
1521.MZ.52a.s.8.1.sequences,294001,190831,197428,289440,51267,0,0
1521.MZ.50b.s.8.1.sequences,167526,129319,132845,163863,98571,0,0
1521.MZ.50a.s.8.1.sequences,198158,94910,99998,192137,55522,0,0
1521.MZ.47b.s.8.1.sequences,356743,19469,20496,337803,15094,0,0
1521.MZ.47a.s.8.1.sequences,497732,241146,250299,477910,159363,0,0
1521.MZ.41b.s.8.1.sequences,298010,168252,172427,287464,116555,0,0
1521.MZ.41a.s.8.1.sequences,298752,154299,160058,279182,100927,0,0
1521.MZ.31b.s.8.1.sequences,109003,33775,34135,103043,24145,0,0
1521.MZ.31a.s.8.1.sequences,242220,165347,170726,233099,90847,0,0
1521.MZ.26b.s.8.1.sequences,162363,106385,108270,155857,63122,0,0
1521.MZ.26a.s.8.1.sequences,223770,132809,141743,213969,74229,0,0
1521.MZ.23b.blank.s.8.1.sequences,59782,43443,43745,57806,29799,0,0
1521.MZ.23a.blank.s.8.1.sequences,103601,86098,86496,99244,58875,0,0
1521.MZ.22b.blank.s.8.1.sequences,113340,91677,92854,110860,62195,0,0
1521.MZ.22a.blank.s.8.1.sequences,259300,189737,192266,244390,105950,0,0
1521.MZ.15b.s.8.1.sequences,187892,163931,165908,183547,118464,0,0
1521.MZ.15a.s.8.1.sequences,288749,204205,208582,282077,116903,0,0
1521.MZ.11b.s.8.1.sequences,81701,21964,22328,76401,14490,0,0
1521.MZ.103b.s.8.1.sequences,73707,37074,38025,70411,26698,0,0
1521.MZ.103a.s.8.1.sequences,203719,122771,125351,194333,77957,0,0
1521.MZ.101b.s.8.1.sequences,155822,52144,52731,146563,35522,0,0
1521.MZ.101a.s.8.1.sequences,184723,112378,114214,178112,68660,0,0
1521.Mayv.W5.s.8.1.sequences,83749,59606,62164,80451,40341,0,0
1521.Mayv.W2.s.8.1.sequences,107196,87317,93134,105146,59945,0,0
1521.Mayv.2.s.8.1.sequences,77245,58597,59895,76156,40241,0,0
1521.F3.s.8.1.sequences,122640,52241,54234,121577,28264,0,0
1521.F2.s.8.1.sequences,475769,451068,455573,472414,342557,0,0
1521.F1.s.8.1.sequences,83979,72725,73550,82927,56417,0,0
1521.Det.W7.s.8.1.sequences,32890,16061,16239,31102,12389,0,0
1521.Det.W6.s.8.1.sequences,36989,17298,18241,35501,13674,0,0
1521.Det.4.s.8.1.sequences,203628,113677,114385,201058,74630,0,0
1521.Det.2.s.8.1.sequences,286612,173475,174943,284706,110857,0,0
1521.Det.1.s.8.1.sequences,138489,42717,46459,136774,31489,0,0
1521.Cle.W3.s.8.1.sequences,99996,63137,65904,96319,37573,0,0
1521.Cle.W2.s.8.1.sequences,135144,97912,101161,131429,60089,0,0
1521.Cle.W1.s.8.1.sequences,116826,92101,96018,114520,53128,0,0
1521.Cle.4.s.8.1.sequences,67047,23772,24643,64683,14147,0,0
1521.Cle.3.s.8.1.sequences,43460,11350,11543,41041,7650,0,0
1521.Cle.1.s.8.1.sequences,79455,43303,44446,78755,32733,0,0
1521.Chi.W3.s.8.1.sequences,54791,38421,40371,52263,27097,0,0
1521.Chi.W2.s.8.1.sequences,151239,125886,133150,148111,82027,0,0
1521.Chi.W1.s.8.1.sequences,157540,129188,133870,155774,91692,0,0
1521.Chi.4.s.8.1.sequences,94518,52497,54774,91048,34894,0,0
1521.Chi.2.s.8.1.sequences,61060,18516,21464,57528,11444,0,0
1521.Chi.1.s.8.1.sequences,61235,11716,13324,56058,7089,0,0
1521.C3.s.8.1.sequences,49375,28838,29267,48355,16198,0,0
1521.C2.s.8.1.sequences,131126,84025,85366,124403,49838,0,0
1521.C1.s.8.1.sequences,27638,20764,20924,27040,15090,0,0
1521.AG3.s.8.1.sequences,123514,79908,81007,121453,30324,0,0
1521.AG2.s.8.1.sequences,174539,142023,143824,172338,22864,0,0
1521.AG1.s.8.1.sequences,138033,92483,95919,134205,42267,0,0
1521.EB044.s.6.1.sequences,105962,76454,80143,97402,44718,0,0
1521.92.W.s.6.1.sequences,175671,91562,96974,154726,74364,0,0
1521.91.W.s.6.1.sequences,204196,127957,134793,199732,105839,0,0
1521.87.W.s.6.1.sequences,176006,96866,103151,165558,92799,0,0
1521.76.W.s.6.1.sequences,97462,42898,46519,87284,43471,0,0
1521.330.3.s.7.1.sequences,29194,21317,22323,28618,17181,0,0
1521.231.7.s.7.1.sequences,26866,18781,19422,26320,15977,0,0
1521.231.1.1.s.7.1.sequences,49256,31126,32389,47940,26979,0,0
1521.35.W.s.6.1.sequences,153143,79088,84167,143187,72925,0,0
1521.34.W.s.6.1.sequences,147582,45638,54058,135114,61592,0,0
1526.Stillton10R1,145640,116558,118714,143242,63444,50550,0
1526.Stillton3R1,169078,150316,152099,165924,78623,66643,0
1526.Stillton7R3,203711,143069,146861,190392,78919,63129,0
1578.A2.low.16to0.2,84009,67269,70309,83000,53835,52506,0
1578.A2.low0.36to0.40,48935,36654,37500,48296,32196,31167,0
1578.O3.low0.26to0.30,73864,58067,60577,72972,49582,48234,0
1579.J.2.15,73111,56502,61680,71614,41288,39514,0
1579.WM.Cow,50989,43777,44640,48747,27541,28189,0
1579.M.1.0,91783,73622,75709,89639,49252,48412,0
1579.M.3.0,93288,77822,80084,90839,50999,50811,0
1580.1C.sed.D1,99045,79430,83903,96379,58870,55506,0
1580.1CA.sed.D1,46089,36522,38657,45576,28866,27032,0
1580.1CB.sed.D1,75329,59560,62758,73307,44377,42300,0
1580.2CA.sed.D1,92678,66715,69603,88787,48708,47034,0
1580.2CB.sed.D1,94640,72734,75022,89858,48276,46525,0
1580.A23.number1.filt.D1,62854,57416,59226,62495,30713,26897,0
1580.A23.number2.filt.D1,64996,59637,61447,64635,31446,27456,0
1580.A23.1.sed.D1,93183,78933,83532,91732,48864,44984,0
1580.A23.2.sed.D1,92020,72844,79780,90394,50275,45977,0
1580.BBA.number1.filt.,79090,68836,71749,76537,48832,47055,0
1580.BBA.number2.filt.,72771,63759,66290,70563,44999,43486,0
1580.BBB.number1.filt.,75207,66793,68939,73161,46774,44665,0
1580.BBB.number2.filt.,63550,55825,57771,61649,39354,37752,0
1580.P20.A.filt.,88728,52192,59209,87509,51321,48154,0
1580.P20.B.filt.,81884,44783,73270,80861,50015,45851,0
1580.P20.C.filt.,61469,35082,54850,60622,37441,34178,0
1580.TtA.sed.D1,83877,51455,54317,77827,32031,29851,0
1580.TtB.sed.D1,86584,51693,55467,80424,30674,28278,0
1580.TtC.sed.D1,88563,53936,57742,82957,33534,30920,0
1580.WPA.filt.,74201,63754,65451,72848,47844,45780,0
1580.WPA.sed.D1,93055,55056,60835,90638,51754,47814,0
1580.WPB.filt.,70472,63072,64361,69552,48463,46519,0
1580.WPB.sed.D1,99456,40097,46509,97169,55671,51738,0
1580.WPC.filt.,75781,65515,66812,74789,50138,48275,0
1580.WPC.sed.D1,105546,61924,68235,103117,58275,54441,0
1621.C8810,175659,134787,139303,167308,75925,79323,0
1621.K8783,91272,76031,77350,90568,44767,46725,0
1621.U8783,159513,130670,134842,158079,79945,83539,0
1621.R8866,158668,136214,138535,157645,79901,83052,0
1621.V8827,147642,124317,127265,146509,74031,77783,0
1621.F8839,165013,143743,145871,163391,86589,87765,0
1621.P8866,215690,188614,190235,214467,113032,116337,0
1621.F8810,161540,133834,137584,159835,75069,80181,0
1622.DP.15.16A.1,75543,68885,69713,74989,50807,49007,0
1622.DP.2.3A.2,85666,64324,67407,83937,49576,48349,0
1622.UPMain.128.129B,84411,72372,74206,83667,57196,55552,0
1622.UPMain.124.125A,101221,45416,57150,100103,56909,54027,0
1622.UPMain.123.124A,90564,42146,52804,89526,50060,47448,0
1622.UPMain.108.109A,93794,40471,52075,92975,51866,49114,0
1622.UPMain.106.107A,89638,39338,50861,88860,48961,46199,0
1622.UPMain.102.103A,99272,44584,55940,98499,54223,51504,0
1622.UPMain.99.100,86398,37058,46462,85635,48636,46355,0
1622.UPMain.92.93,99788,43824,55428,98876,53675,51049,0
1622.UPMain.88.89,97875,42820,52519,96936,51380,49367,0
1622.UPMain.87.88,98077,43730,55567,97273,53002,50408,0
1622.UPMain.76.77,56548,25852,31644,55908,29855,28237,0
1622.UPMain.71.72,84149,39591,47160,83301,43545,41722,0
1622.UPMain.67.68,72847,33554,40787,72292,39186,37308,0
1622.UPMain.35.36A,113226,58723,65636,111140,55269,53910,0
1622.UPMain.25.26,99962,55542,61822,98425,51635,50067,0
1622.UPMain.10.11A,105907,70796,74944,103847,51761,50732,0
1622.UPSub.90.91,98084,43901,55679,97244,52956,50469,0
1622.UPSub.80.81,96994,43978,54713,96232,53459,50982,0
1622.UPSub.72.73,92394,41298,51614,91600,49870,47351,0
1622.UPSub.60.61,90607,41651,51580,89763,48822,46239,0
1622.UPSub.55.56,112267,48581,60645,111133,59473,57227,0
1622.PP.112.113B,83607,77766,79145,83018,62313,57455,0
1622.PP.101.102A,95995,81995,84573,94888,63227,61035,0
1622.PP.91.92A,23618,21219,21772,23464,17129,16622,0
1622.PP.71.72B,87015,73715,73958,86424,60882,58001,0
1622.PP.71.72A,110548,77122,82019,108266,61398,59183,0
1622.PP.51.52B,96814,89164,89993,95879,69494,67708,0
1622.PP.31.32A,89766,50165,57597,88887,52348,48862,0
1622.PP.21.22B,96091,86886,88179,95219,67628,65177,0
1622.DP.101.102A.1,66714,56435,58323,65878,44596,42408,0
1622.DP.91.92A.2,92858,51023,61041,91994,51819,48214,0
1622.DP.41.42A.1,76566,66229,67445,75883,53394,50707,0
1622.UPSub.36.37,58024,26615,31274,57449,30746,29730,0
1622.UPSub.28.29,113229,52835,61494,111775,56848,54879,0
1627.AWC,84883,63698,66217,83363,58289,55068,0
1627.AYC,39928,32887,33733,39336,29966,28460,0
1627.BGC,100208,86570,87159,97505,66737,63170,0
1627.BRZC,53560,43319,45871,52388,40748,38773,0
1627.DRBC,88587,64675,65634,85912,60137,56791,0
1627.DZC,53821,45903,46387,52969,33983,31686,0
1627.DC,49821,43476,43527,48973,37489,35580,0
1627.GZC,91759,67328,69036,89795,64339,61047,0
1627.KZC1,79906,65414,68994,77876,51850,50042,0
1627.KZC2,91321,78056,81023,88915,58880,56992,0
1627.LBC1,88377,71868,74480,85293,60269,56935,0
1627.LC,79299,72498,73349,77587,52904,49939,0
1627.LMC,87939,75977,77385,85695,57041,55563,0
1627.RBC,95602,68323,72225,93719,60752,58966,0
1627.RWC,78263,62674,65284,75612,44451,44226,0
1627.SMXC,79170,60620,64256,76826,50935,49145,0
1627.ZCCK1,91743,79125,81722,88988,52365,49586,0
1627.ZCCK3,82624,68413,69650,79244,48873,48228,0
1632.E3F11.r.EMPbird.v4.NoIndex.L001,101292,96138,96258,100828,74130,71928,0
1632.E3E06.r.EMPbird.v4.NoIndex.L001,87010,81963,82175,86680,60582,58889,0
1632.E3C12.r.EMPbird.v4.NoIndex.L001,93009,86903,88748,92660,65025,62714,0
