#SampleID,sequences_split_libraries,observations_closed_ref_greengenes,observations_closed_ref_silva,observations_open_ref_greengenes,observations_deblur_90bp,observations_deblur_100bp,observations_deblur_150bp
2300.BB.2150.lavageRNA,44285,13977,13982,41181,10680,10497,0
2300.BB.03.colon,174243,147487,147836,169897,109539,104119,0
2300.BB.4087.anus,157495,136594,137228,148516,102404,96046,0
2300.BB.4087.lavage20,145105,139347,139643,144199,100213,96467,0
2300.BB.08.lavage20,134329,107599,107786,122489,82534,78944,0
2338.0626.1.I2,327784,210555,220715,323086,169662,165907,0
2338.0627.8.I,110729,50182,55010,101634,39090,32612,0
2338.0628.13.M,263234,94217,94314,208620,66999,63696,0
2338.0628.2.E,100369,66570,70584,96673,49193,43723,0
2338.0628.3.M,47783,46216,46222,47209,36102,35409,0
2338.0702.2.E,281695,263550,264381,279625,211707,204491,0
2338.0702.6.I,369543,358394,358535,365488,271036,264580,0
2382.SH008.C6.HA.5.750.gp.9.12.lane8.NoIndex.L008.sequences,217182,215906,215173,217055,154289,151156,135499
2382.SH008.C6.HA.5.749.leav.9.12.lane8.NoIndex.L008.sequences,127538,127207,127131,127484,105195,102847,86399
2382.SH008.C6.HA.4.745.gp.9.12.lane8.NoIndex.L008.sequences,211322,210094,209328,211204,146623,143459,129091
2382.SH008.C6.HA.4.744.leav.9.12.lane8.NoIndex.L008.sequences,126173,125806,125673,126132,103064,100797,84517
2382.SH008.C6.HA.4.543.root.4.12.lane7.NoIndex.L007.sequences,74196,52291,55597,73223,37502,38643,31332
2382.SH008.C6.HA.3.740.gp.9.12.lane8.NoIndex.L008.sequences,143154,141708,141206,143043,94306,92062,75271
2382.SH008.C6.HA.3.739.leav.9.12.lane8.NoIndex.L008.sequences,129822,129397,129283,129771,105213,102757,86518
2382.SH008.C6.HA.3.111.r1.root.6.11.lane7.NoIndex.L007.sequences,492866,357022,379238,488605,287461,293436,241600
2382.SH008.C6.HA.2.735.gp.9.12.lane8.NoIndex.L008.sequences,220977,219537,218676,220846,152041,148825,134724
2382.SH008.C6.HA.2.734.leav.9.12.lane8.NoIndex.L008.sequences,129051,128509,128350,128990,102204,99890,84573
2382.SH008.C6.HA.2.732.rhizo.9.12.lane7.NoIndex.L007.sequences,106541,78509,85134,104720,54601,56684,42256
2382.SH008.C6.HA.1.SH008.leav.leav.9.12.lane8.NoIndex.L008.sequences,113923,113577,113482,113864,92799,90648,75854
2382.SH008.C6.HA.1.SH008.gp.gp.9.12.lane8.NoIndex.L008.sequences,203582,202181,201389,203481,141770,138758,124353
2382.SH008.C6.HA.1.730.gp.9.12.lane8.NoIndex.L008.sequences,232317,230061,228630,232193,137683,134840,129905
2382.SH008.C6.HA.1.729.leav.9.12.lane8.NoIndex.L008.sequences,117915,117407,117269,117867,95049,92870,78564
2382.SH008.C6.HA.1.728.root.9.12.lane7.NoIndex.L007.sequences,259505,181391,204356,257404,154792,159088,130612
2382.SH007.C6.RH.5.725.gp.9.12.lane8.NoIndex.L008.sequences,187136,186011,185271,187048,128339,125685,114066
2382.SH007.C6.RH.5.724.leav.9.12.lane8.NoIndex.L008.sequences,96645,96411,96344,96609,79109,77229,64260
2382.SH007.C6.RH.5.722.rhizo.9.12.lane7.NoIndex.L007.sequences,105485,79091,84680,103902,54332,56205,41780
2382.SH007.C6.RH.4.95.root.6.11.lane1.NoIndex.L001.sequences,63117,44269,47159,62191,33545,34329,29275
2382.SH007.C6.RH.4.720.gp.9.12.lane8.NoIndex.L008.sequences,204247,203180,202558,204148,147440,144467,129198
2382.SH007.C6.RH.4.719.leav.9.12.lane8.NoIndex.L008.sequences,128881,128519,128430,128828,106557,104273,87456
2382.SH007.C6.RH.4.718.root.9.12.lane7.NoIndex.L007.sequences,272688,204488,220889,270578,162095,166180,138420
2382.SH007.C6.RH.4.716.bulk.9.12.lane7.NoIndex.L007.sequences,94511,70344,75690,93065,46941,48581,36551
2382.SH007.C6.RH.4.318.root.9.11.lane1.NoIndex.L001.sequences,84150,56351,61441,82932,46860,47667,39098
2382.SH007.C6.RH.3.715.gp.9.12.lane8.NoIndex.L008.sequences,108447,107837,107460,108388,78112,76465,67850
2382.SH007.C6.RH.3.714.leav.9.12.lane8.NoIndex.L008.sequences,138902,138137,138038,138797,113466,110822,92534
2382.SH007.C6.RH.3.712.rhizo.9.12.lane7.NoIndex.L007.sequences,106748,80531,86330,104837,51772,53965,40714
2382.SH007.C6.RH.2.710.gp.9.12.lane8.NoIndex.L008.sequences,209191,208037,207398,209064,152677,149338,131108
2382.SH007.C6.RH.2.709.leav.9.12.lane8.NoIndex.L008.sequences,102123,101768,101648,102071,82094,80097,65920
2382.SH007.C6.RH.2.506.bulk.4.12.lane7.NoIndex.L007.sequences,108526,81628,87120,106696,53086,55289,42021
2382.SH007.C6.RH.1.704.leav.9.12.lane8.NoIndex.L008.sequences,125614,124695,124602,125496,100118,97393,81258
2382.SH007.C6.RH.1.702.rhizo.9.12.lane7.NoIndex.L007.sequences,67092,49800,53307,66110,35418,36446,25839
2382.SH007.C6.RH.1.303.root.9.11.lane1.NoIndex.L001.sequences,90905,65936,70603,89404,47889,49041,40417
2382.SH005.C3.RH.5.675.gp.9.12.lane8.NoIndex.L008.sequences,114694,113986,113590,114644,80935,79332,70877
2382.SH005.C3.RH.5.674.leav.9.12.lane8.NoIndex.L008.sequences,118597,118124,118066,118504,97718,95513,80120
2382.SH005.C3.RH.5.672.rhizo.9.12.lane7.NoIndex.L007.sequences,112503,80797,88171,110665,57626,59784,44485
2382.SH005.C3.RH.5.59.root.6.11.lane1.NoIndex.L001.sequences,75372,56106,58510,74290,41186,41694,35368
2382.SH005.C3.RH.4.670.gp.9.12.lane8.NoIndex.L008.sequences,238943,237500,236558,238830,164926,161388,145329
2382.SH005.C3.RH.4.669.leav.9.12.lane8.NoIndex.L008.sequences,106861,106562,106495,106818,87788,85863,71798
2382.SH005.C3.RH.4.668.root.9.12.lane7.NoIndex.L007.sequences,269094,204040,221456,266994,158104,162958,131312
2382.SH005.C3.RH.4.55.root.6.11.lane1.NoIndex.L001.sequences,93871,69486,74049,92562,51655,52662,43964
2382.SH005.C3.RH.4.468.root.4.12.lane7.NoIndex.L007.sequences,94814,69705,73325,92817,45208,46847,37713
2382.SH005.C3.RH.4.270.r1.gp.9.11.lane8.NoIndex.L008.sequences,198576,196682,195635,198438,129113,126256,115030
2382.SH005.C3.RH.4.268.root.9.11.lane1.NoIndex.L001.sequences,87979,63514,67247,86600,48649,49711,40991
2382.SH005.C3.RH.3.665.gp.9.12.lane8.NoIndex.L008.sequences,276981,275074,273746,276779,180260,176401,162031
2382.SH005.C3.RH.3.664.leav.9.12.lane8.NoIndex.L008.sequences,117530,116277,116154,117444,93363,91208,76511
2382.SH005.C3.RH.3.463.root.4.12.lane7.NoIndex.L007.sequences,117605,81595,93068,116637,69806,71117,57251
2382.SH005.C3.RH.2.659.leav.9.12.lane8.NoIndex.L008.sequences,137551,137060,136958,137483,112951,110467,92671
2382.SH005.C3.RH.1.655.gp.9.12.lane8.NoIndex.L008.sequences,228566,226627,225988,228276,162325,158849,142009
2382.SH005.C3.RH.1.654.leav.9.12.lane8.NoIndex.L008.sequences,127728,126975,126895,127656,103757,101330,84745
2382.SH005.C3.RH.1.653.root.9.12.lane7.NoIndex.L007.sequences,350485,262994,289731,347606,202879,209040,170434
2382.SH005.C3.RH.1.651.bulk.9.12.lane7.NoIndex.L007.sequences,113022,82571,89715,111194,56916,59052,44661
2382.SH005.C3.RH.1.253.root.9.11.lane1.NoIndex.L001.sequences,86400,62409,65850,84877,46213,47265,39563
2382.SH004.C1.RH.5.625.gp.9.12.lane8.NoIndex.L008.sequences,115061,114461,114171,115007,85541,83656,72632
2382.SH004.C1.RH.5.624.leav.9.12.lane8.NoIndex.L008.sequences,130337,129930,129873,130271,106304,103822,85738
2382.SH004.C1.RH.5.423.root.4.12.lane7.NoIndex.L007.sequences,72090,55498,58638,70605,34636,35823,27653
2382.SH004.C1.RH.4.620.gp.9.12.lane8.NoIndex.L008.sequences,105825,105297,105023,105775,79219,77518,67721
2382.SH004.C1.RH.4.619.leav.9.12.lane8.NoIndex.L008.sequences,111866,111557,111483,111815,92283,90052,75605
2382.SH004.C1.RH.3.615.gp.9.12.lane8.NoIndex.L008.sequences,126062,125402,125000,126005,91974,90019,78905
2382.SH004.C1.RH.3.614.leav.9.12.lane8.NoIndex.L008.sequences,131359,131022,130961,131294,109420,106829,88538
2382.SH004.C1.RH.3.612.rhizo.9.12.lane7.NoIndex.L007.sequences,67384,51383,54816,66230,33760,34941,25929
2382.SH004.C1.RH.3.215.r1.gp.9.11.lane8.NoIndex.L008.sequences,231855,230489,229759,231740,169770,166259,146977
2382.SH004.C1.RH.2.8.r1.leav.6.11.lane8.NoIndex.L008.sequences,111242,110795,110479,111176,84764,83116,73374
2382.SH004.C1.RH.2.610.gp.9.12.lane8.NoIndex.L008.sequences,202549,201443,200841,202449,147494,144324,128306
2382.SH004.C1.RH.2.609.leav.9.12.lane8.NoIndex.L008.sequences,98884,98493,98424,98836,82638,80768,67857
2382.SH004.C1.RH.2.607.rhizo.9.12.lane7.NoIndex.L007.sequences,82869,60541,64976,81628,43713,45132,33213
2382.SH004.C1.RH.2.408.root.4.12.lane7.NoIndex.L007.sequences,158541,124305,129362,157119,91318,93736,78213
2382.SH004.C1.RH.1.605.gp.9.12.lane8.NoIndex.L008.sequences,126169,125468,124926,126123,86274,84551,76693
2382.SH004.C1.RH.1.604.leav.9.12.lane8.NoIndex.L008.sequences,135236,134798,134704,135175,110579,108094,90298
2382.SH004.C1.RH.1.403.root.4.12.lane7.NoIndex.L007.sequences,118926,88819,95302,117564,64255,66364,55399
2382.SH004.C1.RH.1.203.root.9.11.lane1.NoIndex.L001.sequences,101924,74775,79314,99812,51285,52871,44030
2382.RU006.C181.RH.5.800.gp.9.12.lane8.NoIndex.L008.sequences,168635,167571,167069,168549,123379,120740,106647
2382.RU006.C181.RH.5.799.leav.9.12.lane8.NoIndex.L008.sequences,139125,138677,138572,139068,115636,113231,95422
2382.RU006.C181.RH.5.597.rhizo.4.12.lane7.NoIndex.L007.sequences,94046,70451,74695,92280,48283,49930,38820
2382.RU006.C181.RH.5.398.root.9.11.lane1.NoIndex.L001.sequences,91353,66398,71055,89392,49827,50829,40448
2382.RU006.C181.RH.4.795.gp.9.12.lane8.NoIndex.L008.sequences,232737,231415,230554,232627,163969,160673,144676
2382.RU006.C181.RH.4.794.leav.9.12.lane8.NoIndex.L008.sequences,111730,111092,111028,111658,93030,91147,77246
2382.RU006.C181.RH.4.793.root.9.12.lane7.NoIndex.L007.sequences,95452,70691,76604,94094,53606,55048,44272
2382.RU006.C181.RH.4.155.root.6.11.lane1.NoIndex.L001.sequences,85866,64621,68238,84146,48531,49221,39238
2382.RU006.C181.RH.3.790.gp.9.12.lane8.NoIndex.L008.sequences,111983,111382,111005,111929,79435,77802,69372
2382.RU006.C181.RH.3.789.leav.9.12.lane8.NoIndex.L008.sequences,144847,143575,143491,144722,119122,116570,98193
2382.RU006.C181.RH.3.588.root.4.12.lane7.NoIndex.L007.sequences,116516,86688,95079,115379,68127,69545,55670
2382.RU006.C181.RH.3.388.root.9.11.lane1.NoIndex.L001.sequences,115025,81730,87963,112631,61156,62631,49832
2382.RU006.C181.RH.2.785.gp.9.12.lane8.NoIndex.L008.sequences,124575,123815,123333,124520,85875,84040,75504
2382.RU006.C181.RH.2.784.leav.9.12.lane8.NoIndex.L008.sequences,88836,88556,88480,88778,73482,71929,60729
2382.RU006.C181.RH.2.582.rhizo.4.12.lane7.NoIndex.L007.sequences,47618,34765,36967,46788,24231,24627,18591
2382.RU006.C181.RH.2.383.root.9.11.lane1.NoIndex.L001.sequences,96436,68867,74227,94717,55943,56546,45457
2382.RU006.C181.RH.2.147.root.6.11.lane1.NoIndex.L001.sequences,90807,63995,69573,89436,50002,51502,41938
2382.RU006.C181.RH.1.780.gp.9.12.lane8.NoIndex.L008.sequences,104523,104041,103709,104483,75960,74251,65464
2382.RU006.C181.RH.1.779.leav.9.12.lane8.NoIndex.L008.sequences,132498,132165,132122,132439,112053,109792,91795
2382.RU006.C181.RH.1.777.rhizo.9.12.lane7.NoIndex.L007.sequences,80082,59148,62944,78893,43581,44313,33200
2382.RU006.C181.RH.1.378.root.9.11.lane1.NoIndex.L001.sequences,93214,68158,72295,91446,49597,51132,41630
2382.MU002.C3.HA.5.700.gp.9.12.lane8.NoIndex.L008.sequences,160412,159370,158695,160331,107942,105775,95786
2382.MU002.C3.HA.5.699.leav.9.12.lane8.NoIndex.L008.sequences,125452,125054,124976,125400,104590,102347,86272
2382.MU002.C3.HA.5.298.root.9.11.lane1.NoIndex.L001.sequences,92122,63380,68008,89883,48813,50350,39917
2382.MU002.C3.HA.4.76.r1.leav.6.11.lane8.NoIndex.L008.sequences,122993,122656,122528,122948,100899,98821,83857
2382.MU002.C3.HA.4.695.gp.9.12.lane8.NoIndex.L008.sequences,124004,122982,122488,123893,84086,82314,74777
2382.MU002.C3.HA.4.694.leav.9.12.lane8.NoIndex.L008.sequences,97455,96422,96396,97348,81478,79713,66042
2382.MU002.C3.HA.4.295.r1.gp.9.11.lane8.NoIndex.L008.sequences,168152,167575,167488,168070,138789,135864,114278
2382.MU002.C3.HA.3.690.gp.9.12.lane8.NoIndex.L008.sequences,169795,168412,167703,169691,115174,112758,102801
2382.MU002.C3.HA.3.689.leav.9.12.lane8.NoIndex.L008.sequences,128038,127716,127702,127983,109364,107169,89659
2382.MU002.C3.HA.3.288.root.9.11.lane1.NoIndex.L001.sequences,78029,50220,55596,76750,43908,44777,35392
2382.MU002.C3.HA.2.685.gp.9.12.lane8.NoIndex.L008.sequences,177769,176260,175677,177658,123859,121365,108444
2382.MU002.C3.HA.2.684.leav.9.12.lane8.NoIndex.L008.sequences,143205,142751,142685,143124,119748,117226,98469
2382.MU002.C3.HA.2.683.root.9.12.lane7.NoIndex.L007.sequences,105611,77946,83629,104549,61520,62926,51124
2382.MU002.C3.HA.1.680.gp.9.12.lane8.NoIndex.L008.sequences,109339,108475,108136,109281,77000,75380,67645
2382.MU002.C3.HA.1.679.leav.9.12.lane8.NoIndex.L008.sequences,53609,53365,53342,53584,45199,44295,37352
2382.MU002.C3.HA.1.63.root.6.11.lane1.NoIndex.L001.sequences,120290,85465,91663,118658,68565,69608,57824
2382.HE003.C181.HA.5.775.gp.9.12.lane8.NoIndex.L008.sequences,233333,232054,231141,233244,162903,159654,144789
2382.HE003.C181.HA.5.774.leav.9.12.lane8.NoIndex.L008.sequences,112087,111643,111576,112029,92933,90937,76561
2382.HE003.C181.HA.5.772.rhizo.9.12.lane7.NoIndex.L007.sequences,85576,62916,67166,84325,46744,47949,36403
2382.HE003.C181.HA.5.573.root.4.12.lane7.NoIndex.L007.sequences,67156,48837,54718,66598,41167,41805,34506
2382.HE003.C181.HA.5.572.rhizo.4.12.lane7.NoIndex.L007.sequences,110061,81058,86278,108451,62805,64104,47913
2382.HE003.C181.HA.4.770.gp.9.12.lane8.NoIndex.L008.sequences,110099,109478,109152,110031,80105,78396,69404
2382.HE003.C181.HA.4.769.leav.9.12.lane8.NoIndex.L008.sequences,132931,132551,132470,132878,111668,109380,92284
2382.HE003.C181.HA.4.567.rhizo.4.12.lane7.NoIndex.L007.sequences,112422,82094,87785,110784,62718,63992,47484
2382.HE003.C181.HA.4.368.root.9.11.lane1.NoIndex.L001.sequences,82157,65346,67471,80673,43290,44577,37558
2382.HE003.C181.HA.3.765.gp.9.12.lane8.NoIndex.L008.sequences,115187,114271,113985,115130,83530,81650,72049
2382.HE003.C181.HA.3.764.leav.9.12.lane8.NoIndex.L008.sequences,133862,132557,132614,133722,109240,106944,88860
2382.HE003.C181.HA.3.562.rhizo.4.12.lane7.NoIndex.L007.sequences,93518,69901,74228,92028,50570,51815,38681
2382.HE003.C181.HA.2.760.gp.9.12.lane8.NoIndex.L008.sequences,113845,113022,112685,113773,83083,81347,72270
2382.HE003.C181.HA.2.759.leav.9.12.lane8.NoIndex.L008.sequences,123518,123122,123073,123459,103942,101778,85968
2382.HE003.C181.HA.1.755.gp.9.12.lane8.NoIndex.L008.sequences,130848,129617,129240,130780,92275,90327,80354
2382.HE003.C181.HA.1.754.leav.9.12.lane8.NoIndex.L008.sequences,142225,141836,141790,142162,119453,116910,98381
2382.HE003.C181.HA.1.752.rhizo.9.12.lane7.NoIndex.L007.sequences,99940,70630,76608,98588,57469,58673,43673
2382.HE003.C181.HA.1.553.root.4.12.lane7.NoIndex.L007.sequences,97146,71524,78768,96413,58870,60150,49942
2382.GM.181.R5.leav.10.12.lane8.NoIndex.L008.sequences,212792,210411,210368,212664,176455,172739,143682
2382.GM.181.R5.gp.10.12.lane8.NoIndex.L008.sequences,231303,226440,227717,231150,153000,149663,135817
2382.GM.181.R4.leav.10.12.lane8.NoIndex.L008.sequences,258026,232327,232709,257397,177798,174139,156538
2382.GM.181.R4.gp.10.12.lane8.NoIndex.L008.sequences,231726,211183,227755,231545,149114,146090,130182
2382.GM.181.R3.rhizo.10.12.lane7.NoIndex.L007.sequences,568818,448904,474545,559095,269254,279410,210690
2382.GM.181.R3.leav.10.12.lane8.NoIndex.L008.sequences,230737,225582,225596,230561,187910,183815,153848
2382.GM.181.R3.gp.10.12.lane8.NoIndex.L008.sequences,180490,179503,178989,180410,131374,128552,113201
2382.GM.181.R2.root.10.12.lane7.NoIndex.L007.sequences,498118,365302,396620,493967,295829,301383,247048
2382.GM.181.R2.rhizo.10.12.lane7.NoIndex.L007.sequences,565383,459452,482456,556631,275980,283415,212083
2382.GM.181.R2.leav.10.12.lane8.NoIndex.L008.sequences,233431,232392,232325,233249,196678,192655,162263
2382.GM.181.R2.gp.10.12.lane8.NoIndex.L008.sequences,200184,197527,197166,200050,140903,137882,122931
2382.GM.181.R1.leav.10.12.lane8.NoIndex.L008.sequences,245406,227239,227328,245039,183805,180071,153144
2382.GM.181.R1.gp.10.12.lane8.NoIndex.L008.sequences,184764,183281,182705,184657,128824,125971,111751
2382.DPOO1.C1.HA.5.650.gp.9.12.lane8.NoIndex.L008.sequences,222694,221272,220434,222600,153487,150292,136891
2382.DPOO1.C1.HA.5.649.leav.9.12.lane8.NoIndex.L008.sequences,139606,139257,139174,139545,115994,113536,95724
2382.DPOO1.C1.HA.5.648.root.9.12.lane7.NoIndex.L007.sequences,279587,196958,222916,277686,174497,177261,142032
2382.DPOO1.C1.HA.5.448.root.4.12.lane7.NoIndex.L007.sequences,79664,56813,65060,78866,47376,48454,39955
2382.DPOO1.C1.HA.4.645.gp.9.12.lane8.NoIndex.L008.sequences,137295,136561,136151,137233,101210,99086,87068
2382.DPOO1.C1.HA.4.644.leav.9.12.lane8.NoIndex.L008.sequences,107005,106666,106594,106959,88713,86803,73267
2382.DPOO1.C1.HA.3.640.gp.9.12.lane8.NoIndex.L008.sequences,113238,112592,112280,113176,82740,80974,71769
2382.DPOO1.C1.HA.3.639.leav.9.12.lane8.NoIndex.L008.sequences,49140,48986,48951,49124,41000,40145,33916
2382.DPOO1.C1.HA.3.32.r1.leav.6.11.lane8.NoIndex.L008.sequences,178640,177998,177946,178510,148686,145452,122954
2382.DPOO1.C1.HA.3.238.root.9.11.lane1.NoIndex.L001.sequences,119625,88039,94432,117587,67135,68171,56700
2382.DPOO1.C1.HA.2.635.gp.9.12.lane8.NoIndex.L008.sequences,138898,138172,137693,138835,99720,97546,86639
2382.DPOO1.C1.HA.2.634.leav.9.12.lane8.NoIndex.L008.sequences,82060,81811,81782,82021,69658,68215,57527
2382.DPOO1.C1.HA.2.633.root.9.12.lane7.NoIndex.L007.sequences,92772,68217,74447,91948,53679,55037,45377
2382.DPOO1.C1.HA.2.433.root.4.12.lane7.NoIndex.L007.sequences,127573,92056,102378,126482,74997,76925,63303
2382.DPOO1.C1.HA.1.630.gp.9.12.lane8.NoIndex.L008.sequences,125047,124344,123968,124983,90850,88922,78308
2382.DPOO1.C1.HA.1.629.leav.9.12.lane8.NoIndex.L008.sequences,138753,138268,138165,138702,115902,113556,96934
2382.DPOO1.C1.HA.1.628.root.9.12.lane7.NoIndex.L007.sequences,345657,243403,272832,342881,204706,210622,174759
2382.DPOO1.C1.HA.1.428.root.4.12.lane7.NoIndex.L007.sequences,89747,62332,70308,88986,53892,54960,45749
2382.DPOO1.C1.HA.1.228.root.9.11.lane1.NoIndex.L001.sequences,92336,66419,71897,90693,50070,51053,42505
